cdp_id,sign_list,number
3257,Koenig AfO Bei 16,22
3257,Ranke BE A 61,69
3257,Schroeder VS 12,87
3257,Clay BE A 10,88
3257,Schroder VS 15,79
3257,Fossey pp,415-421
3258,UET 2,103a
3258,ARM XV,122
3258,Clay BE A 14,95
3258,Koenig AfO Bei 16,130
3258,Ranke BE A 61,69
3258,Schroeder VS 12,87
3258,Clay BE A 10,88
3258,Schroder VS 15,79
3258,Fossey pp,415-421
3259,UET 2,103a
3259,ARM XV,122
3259,Clay BE A 14,95
3259,Koenig AfO Bei 16,22
3259,Ranke BE A 61,69
3259,Schroeder VS 12,87
3259,Clay BE A 10,88
3259,Schroder VS 15,79
3259,Fossey pp,415-421
3260,UET 2,103a
3260,ARM XV,122
3260,Clay BE A 14,95
3260,Koenig AfO Bei 16,130
3260,Ranke BE A 61,69
3260,Schroeder VS 12,87
3260,Clay BE A 10,88
3260,Schroder VS 15,79
3260,Fossey pp,415-421
3261,UET 2,103a
3261,ARM XV,122
3261,Clay BE A 14,95
3261,Koenig AfO Bei 16,22
3261,Ranke BE A 61,69
3261,Schroeder VS 12,87
3261,Clay BE A 10,88
3261,Schroder VS 15,79
3261,Fossey pp,415-421
3262,UET 2,103a
3262,ARM XV,122
3262,Clay BE A 14,95
3262,Koenig AfO Bei 16,130
3262,Ranke BE A 61,69
3262,Schroeder VS 12,87
3262,Clay BE A 10,88
3262,Schroder VS 15,79
3262,Fossey pp,415-421
3263,UET 2,103a
3263,ARM XV,122
3263,Clay BE A 14,95
3263,Koenig AfO Bei 16,22
3263,Ranke BE A 61,69
3263,Schroeder VS 12,87
3263,Clay BE A 10,88
3263,Schroder VS 15,79
3263,Fossey pp,415-421
3264,UET 2,103a
3264,ARM XV,122
3264,Clay BE A 14,95
3264,Koenig AfO Bei 16,130
3264,Ranke BE A 61,69
3264,Schroeder VS 12,87
3264,Clay BE A 10,88
3264,Schroder VS 15,79
3264,Fossey pp,415-421
3265,Fossey pp,869ff
3266,UET 2,162
3267,UET 2,162
3268,UET 2,162
3269,UET 2,162
3270,UET 2,162
3271,Fossey pp,989
3277,UET 2,106
3277,Clay BE A 14,148
3277,Schroeder VS 12,135
3277,Fossey pp,"675ff, 766"
3279,UET 2,406
3279,ARM XV,146
3279,Clay BE A 14,52
3279,Koenig AfO Bei 16,62
3279,Ranke BE A 61,41
3279,Schroeder VS 12,106
3279,Clay BE A 10,48
3279,Schroder VS 15,94
3279,Fossey pp,511-514
3280,UET 2,406
3280,ARM XV,146
3280,Clay BE A 14,52
3280,Koenig AfO Bei 16,114
3280,Ranke BE A 61,41
3280,Schroeder VS 12,106
3280,Clay BE A 10,48
3280,Schroder VS 15,94
3280,Fossey pp,511-514
3281,UET 2,406
3281,ARM XV,146
3281,Clay BE A 14,52
3281,Koenig AfO Bei 16,215
3281,Ranke BE A 61,41
3281,Schroeder VS 12,106
3281,Clay BE A 10,48
3281,Schroder VS 15,94
3281,Fossey pp,511-514
3282,UET 2,406
3282,ARM XV,146
3282,Clay BE A 14,52
3282,Koenig AfO Bei 16,62
3282,Ranke BE A 61,41
3282,Schroeder VS 12,106
3282,Clay BE A 10,48
3282,Schroder VS 15,94
3282,Fossey pp,511-514
3283,UET 2,406
3283,ARM XV,146
3283,Clay BE A 14,52
3283,Koenig AfO Bei 16,114
3283,Ranke BE A 61,41
3283,Schroeder VS 12,106
3283,Clay BE A 10,48
3283,Schroder VS 15,94
3283,Fossey pp,511-514
3284,UET 2,406
3284,ARM XV,146
3284,Clay BE A 14,52
3284,Koenig AfO Bei 16,215
3284,Ranke BE A 61,41
3284,Schroeder VS 12,106
3284,Clay BE A 10,48
3284,Schroder VS 15,94
3284,Fossey pp,511-514
3293,Clay BE A 14,269
3293,Fossey pp,1015
3295,Fossey pp,1069ff
3296,Fossey pp,1070
3297,Fossey pp,1070
3298,Fossey pp,1070
3299,Fossey pp,1070
3301,Clay BE A 14,243
3301,Ranke BE A 61,223
3301,Fossey pp,953
3302,Clay BE A 14,243
3302,Ranke BE A 61,223
3302,Fossey pp,953
3303,Clay BE A 14,243
3303,Ranke BE A 61,223
3303,Fossey pp,953
3309,UET 2,168
3309,Fossey pp,873ff
3310,Fossey pp,873
3312,UET 2,141?
3312,ARM XV,251
3312,Clay BE A 14,182
3312,Koenig AfO Bei 16,115
3312,Ranke BE A 61,156
3312,Schroeder VS 12,171
3312,Clay BE A 10,156
3312,Fossey pp,"843-845, 1087"
3313,UET 2,141?
3313,ARM XV,251
3313,Clay BE A 14,182
3313,Koenig AfO Bei 16,115
3313,Ranke BE A 61,156
3313,Schroeder VS 12,171
3313,Clay BE A 10,156
3313,Fossey pp,"843-845, 1087"
3314,UET 2,141?
3314,ARM XV,251
3314,Clay BE A 14,182
3314,Koenig AfO Bei 16,115
3314,Ranke BE A 61,156
3314,Schroeder VS 12,171
3314,Clay BE A 10,156
3314,Fossey pp,"843-845, 1087"
3315,UET 2,141?
3315,ARM XV,251
3315,Clay BE A 14,182
3315,Koenig AfO Bei 16,115
3315,Ranke BE A 61,156
3315,Schroeder VS 12,171
3315,Clay BE A 10,156
3315,Fossey pp,"843-845, 1087"
3318,Schroeder VS 12,189
3318,Schroder VS 15,176
3318,Fossey pp,"1063, 1072"
3319,UET 2,401
3319,ARM XV,300
3319,Clay BE A 14,265
3319,Koenig AfO Bei 16,116
3319,Ranke BE A 61,215
3319,Schroeder VS 12,209
3319,Schroder VS 15,192
3319,Fossey pp,999-1002
3321,Ranke BE A 61,215
3321,Fossey pp,997-999
3322,UET 2,334_2
3322,Fossey pp,447
3323,UET 2,334_2
3323,Fossey pp,447
3324,UET 2,334_2
3324,Fossey pp,447
3325,UET 2,334_2
3325,Fossey pp,447
3326,Clay BE A 14,74
3326,Fossey pp,424ff
3327,Fossey pp,425
3328,Fossey pp,425
3331,Fossey pp,425
3332,Fossey pp,434
3333,Fossey pp,447
3334,Fossey pp,426
3335,Fossey pp,434
3337,Fossey pp,426
3339,Fossey pp,447
3345,UET 2,59
3345,Ranke BE A 61,109
3345,Clay BE A 10,123
3345,Fossey pp,614ff
3346,UET 2,59
3346,Ranke BE A 61,109
3346,Clay BE A 10,123
3346,Fossey pp,614ff
3354,Clay BE A 14,214a
3356,Fossey pp,779
3361,UET 2,20
3361,ARM XV,49
3361,Clay BE A 14,21
3361,Koenig AfO Bei 16,119
3361,Ranke BE A 61,21
3361,Schroeder VS 12,35
3361,Clay BE A 10,15
3361,Schroder VS 15,34
3361,Fossey pp,160-163
3362,UET 2,44
3362,ARM XV,49
3362,Clay BE A 14,21
3362,Koenig AfO Bei 16,119
3362,Ranke BE A 61,21
3362,Schroeder VS 12,35
3362,Clay BE A 10,15
3362,Schroder VS 15,34
3362,Fossey pp,160-163
3363,UET 2,79
3364,UET 2,17
3364,Schroeder VS 12,31
3369,UET 2,41
3369,ARM XV,45
3369,Clay BE A 14,22
3369,Koenig AfO Bei 16,120
3369,Ranke BE A 61,12
3369,Schroeder VS 12,32
3369,Clay BE A 10,16
3369,Schroder VS 15,31
3369,Fossey pp,152ff
3370,UET 2,41
3370,Clay BE A 14,22
3370,Koenig AfO Bei 16,120
3370,Ranke BE A 61,12
3370,Schroeder VS 12,32
3370,Clay BE A 10,16
3370,Schroder VS 15,31
3370,Fossey pp,152ff
3371,UET 2,259
3371,Fossey pp,130
3372,UET 2,58
3372,ARM XV,63
3372,Clay BE A 14,46
3372,Koenig AfO Bei 16,121
3372,Ranke BE A 61,33
3372,Schroeder VS 12,44
3372,Clay BE A 10,44
3372,Schroder VS 15,42
3372,Fossey pp,205-208
3373,UET 2,58
3373,ARM XV,63
3373,Clay BE A 14,46
3373,Koenig AfO Bei 16,121
3373,Ranke BE A 61,33
3373,Schroeder VS 12,44
3373,Clay BE A 10,44
3373,Schroder VS 15,42
3373,Fossey pp,205-208
3374,UET 2,58
3374,ARM XV,63
3374,Clay BE A 14,46
3374,Koenig AfO Bei 16,121
3374,Ranke BE A 61,33
3374,Schroeder VS 12,44
3374,Clay BE A 10,44
3374,Schroder VS 15,42
3374,Fossey pp,205-208
3375,UET 2,58
3375,ARM XV,63
3375,Clay BE A 14,46
3375,Koenig AfO Bei 16,121
3375,Ranke BE A 61,33
3375,Schroeder VS 12,44
3375,Clay BE A 10,44
3375,Schroder VS 15,42
3375,Fossey pp,205-208
3376,UET 2,58
3376,ARM XV,63
3376,Clay BE A 14,46
3376,Koenig AfO Bei 16,121
3376,Ranke BE A 61,33
3376,Schroeder VS 12,44
3376,Clay BE A 10,44
3376,Schroder VS 15,42
3376,Fossey pp,205-208
3377,UET 2,58
3377,ARM XV,63
3377,Clay BE A 14,46
3377,Koenig AfO Bei 16,121
3377,Ranke BE A 61,33
3377,Schroeder VS 12,44
3377,Clay BE A 10,44
3377,Schroder VS 15,42
3377,Fossey pp,205-208
3378,UET 2,58
3378,ARM XV,63
3378,Clay BE A 14,46
3378,Koenig AfO Bei 16,121
3378,Ranke BE A 61,33
3378,Schroeder VS 12,44
3378,Clay BE A 10,44
3378,Schroder VS 15,42
3378,Fossey pp,205-208
3379,UET 2,58
3379,ARM XV,63
3379,Clay BE A 14,46
3379,Koenig AfO Bei 16,121
3379,Ranke BE A 61,33
3379,Schroeder VS 12,44
3379,Clay BE A 10,44
3379,Schroder VS 15,42
3379,Fossey pp,205-208
3380,UET 2,58
3380,ARM XV,63
3380,Clay BE A 14,46
3380,Koenig AfO Bei 16,121
3380,Ranke BE A 61,33
3380,Schroeder VS 12,44
3380,Clay BE A 10,44
3380,Schroder VS 15,42
3380,Fossey pp,205-208
3381,UET 2,58
3381,ARM XV,63
3381,Clay BE A 14,46
3381,Koenig AfO Bei 16,121
3381,Ranke BE A 61,33
3381,Schroeder VS 12,44
3381,Clay BE A 10,44
3381,Schroder VS 15,42
3381,Fossey pp,205-208
3382,UET 2,58
3382,ARM XV,63
3382,Clay BE A 14,46
3382,Koenig AfO Bei 16,121
3382,Ranke BE A 61,33
3382,Schroeder VS 12,44
3382,Clay BE A 10,44
3382,Schroder VS 15,42
3382,Fossey pp,205-208
3383,UET 2,58
3383,ARM XV,63
3383,Clay BE A 14,46
3383,Koenig AfO Bei 16,121
3383,Ranke BE A 61,33
3383,Schroeder VS 12,44
3383,Clay BE A 10,44
3383,Schroder VS 15,42
3383,Fossey pp,205-208
3384,UET 2,58
3384,ARM XV,63
3384,Clay BE A 14,46
3384,Koenig AfO Bei 16,121
3384,Ranke BE A 61,33
3384,Schroeder VS 12,44
3384,Clay BE A 10,44
3384,Schroder VS 15,42
3384,Fossey pp,205-208
3385,UET 2,58
3385,ARM XV,63
3385,Clay BE A 14,46
3385,Koenig AfO Bei 16,121
3385,Ranke BE A 61,33
3385,Schroeder VS 12,44
3385,Clay BE A 10,44
3385,Schroder VS 15,42
3385,Fossey pp,205-208
3386,UET 2,58
3386,ARM XV,63
3386,Clay BE A 14,46
3386,Koenig AfO Bei 16,121
3386,Ranke BE A 61,33
3386,Schroeder VS 12,44
3386,Clay BE A 10,44
3386,Schroder VS 15,42
3386,Fossey pp,205-208
3387,UET 2,58
3387,ARM XV,63
3387,Clay BE A 14,46
3387,Koenig AfO Bei 16,121
3387,Ranke BE A 61,33
3387,Schroeder VS 12,44
3387,Clay BE A 10,44
3387,Schroder VS 15,42
3387,Fossey pp,205-208
3389,Fossey pp,44
3391,UET 2,187
3391,Clay BE A 14,224
3391,Fossey pp,"778ff, 265"
3392,UET 2,187
3392,Clay BE A 14,224
3392,Fossey pp,"778ff, 265"
3393,UET 2,187
3393,Clay BE A 14,224
3393,Fossey pp,"778ff, 265"
3394,UET 2,187
3394,Clay BE A 14,224
3394,Fossey pp,"778ff, 265"
3395,UET 2,187
3395,Clay BE A 14,224
3395,Fossey pp,"778ff, 265"
3396,UET 2,187
3396,Clay BE A 14,224
3396,Fossey pp,"778ff, 265"
3397,UET 2,82a
3397,Clay BE A 14,224
3397,Fossey pp,"778ff, 265"
3398,UET 2,187
3398,Clay BE A 14,224
3398,Fossey pp,"778ff, 265"
3399,UET 2,187
3399,Clay BE A 14,224
3399,Fossey pp,"778ff, 265"
3400,UET 2,187
3400,Clay BE A 14,224
3400,Fossey pp,"778ff, 265"
3401,UET 2,187
3401,Clay BE A 14,224
3401,Fossey pp,"778ff, 265"
3402,UET 2,187
3402,Clay BE A 14,224
3402,Fossey pp,"778ff, 265"
3403,UET 2,187
3403,Clay BE A 14,224
3403,Fossey pp,"778ff, 265"
3404,UET 2,82b
3404,Clay BE A 14,224
3404,Fossey pp,"778ff, 265"
3405,Fossey pp,781
3406,Fossey pp,781
3412,Clay BE A 14,126
3412,Schroder VS 15,101
3412,Fossey pp,536ff
3413,UET 2,72
3413,ARM XV,153
3413,Clay BE A 14,124
3413,Koenig AfO Bei 16,122
3413,Ranke BE A 61,97
3413,Schroeder VS 12,111
3413,Clay BE A 10,108
3413,Schroder VS 15,99
3413,Fossey pp,532
3414,UET 2,72
3414,ARM XV,153
3414,Clay BE A 14,124
3414,Koenig AfO Bei 16,122
3414,Ranke BE A 61,97
3414,Schroeder VS 12,111
3414,Clay BE A 10,108
3414,Schroder VS 15,99
3414,Fossey pp,532
3415,UET 2,72
3415,ARM XV,153
3415,Clay BE A 14,124
3415,Koenig AfO Bei 16,122
3415,Ranke BE A 61,97
3415,Schroeder VS 12,111
3415,Clay BE A 10,108
3415,Schroder VS 15,99
3415,Fossey pp,532
3416,UET 2,72
3416,ARM XV,153
3416,Clay BE A 14,124
3416,Koenig AfO Bei 16,122
3416,Ranke BE A 61,97
3416,Schroeder VS 12,111
3416,Clay BE A 10,108
3416,Schroder VS 15,99
3416,Fossey pp,532
3419,Fossey pp,122
3420,UET 2,180
3420,ARM XV,273
3420,Clay BE A 14,193
3420,Koenig AfO Bei 16,123
3420,Schroeder VS 12,186
3420,Fossey pp,928ff
3421,UET 2,218
3421,ARM XV,273
3421,Clay BE A 14,193
3421,Koenig AfO Bei 16,123
3421,Schroeder VS 12,186
3421,Fossey pp,928ff
3422,UET 2,180
3422,ARM XV,273
3422,Clay BE A 14,193
3422,Koenig AfO Bei 16,123
3422,Schroeder VS 12,186
3422,Fossey pp,928ff
3423,UET 2,218
3423,ARM XV,273
3423,Clay BE A 14,193
3423,Koenig AfO Bei 16,123
3423,Schroeder VS 12,186
3423,Fossey pp,928ff
3424,UET 2,180
3424,Clay BE A 14,193
3424,Koenig AfO Bei 16,123
3424,Schroeder VS 12,186
3424,Fossey pp,928ff
3425,UET 2,218
3425,Clay BE A 14,193
3425,Koenig AfO Bei 16,123
3425,Schroeder VS 12,186
3425,Fossey pp,928ff
3426,UET 2,180
3426,Clay BE A 14,193
3426,Koenig AfO Bei 16,123
3426,Schroeder VS 12,186
3426,Fossey pp,928ff
3427,UET 2,218
3427,Clay BE A 14,193
3427,Koenig AfO Bei 16,123
3427,Schroeder VS 12,186
3427,Fossey pp,928ff
3428,UET 2,243
3428,Clay BE A 14,186
3428,Ranke BE A 61,159
3428,Fossey pp,876ff
3435,UET 2,126
3435,ARM XV,32
3435,Clay BE A 14,198
3435,Koenig AfO Bei 16,126
3435,Ranke BE A 61,38
3435,Schroeder VS 12,24
3435,Clay BE A 10,17
3435,Schroder VS 15,24
3435,Fossey pp,120ff
3436,UET 2,126
3436,ARM XV,32
3436,Clay BE A 14,198
3436,Koenig AfO Bei 16,126
3436,Ranke BE A 61,38
3436,Schroeder VS 12,24
3436,Clay BE A 10,17
3436,Schroder VS 15,24
3436,Fossey pp,120ff
3440,Clay BE A 14,108
3440,Ranke BE A 61,34
3448,Fossey pp,"910, 1054, 1084"
3450,UET 2,247
3450,ARM XV,223
3450,Clay BE A 14,218
3450,Koenig AfO Bei 16,129
3450,Ranke BE A 61,188
3450,Schroeder VS 12,155
3450,Schroder VS 15,148
3450,Fossey pp,767-769
3451,UET 2,247
3451,ARM XV,223
3451,Clay BE A 14,218
3451,Koenig AfO Bei 16,213
3451,Ranke BE A 61,188
3451,Schroeder VS 12,155
3451,Schroder VS 15,148
3451,Fossey pp,767-769
3452,UET 2,247
3452,ARM XV,223
3452,Clay BE A 14,218
3452,Koenig AfO Bei 16,129
3452,Ranke BE A 61,188
3452,Schroeder VS 12,155
3452,Schroder VS 15,148
3452,Fossey pp,767-769
3453,UET 2,247
3453,ARM XV,223
3453,Clay BE A 14,218
3453,Koenig AfO Bei 16,213
3453,Ranke BE A 61,188
3453,Schroeder VS 12,155
3453,Schroder VS 15,148
3453,Fossey pp,767-769
3454,UET 2,247
3454,ARM XV,223
3454,Clay BE A 14,218
3454,Koenig AfO Bei 16,129
3454,Ranke BE A 61,188
3454,Schroeder VS 12,155
3454,Schroder VS 15,148
3454,Fossey pp,767-769
3455,UET 2,247
3455,ARM XV,223
3455,Clay BE A 14,218
3455,Koenig AfO Bei 16,213
3455,Ranke BE A 61,188
3455,Schroeder VS 12,155
3455,Schroder VS 15,148
3455,Fossey pp,767-769
3456,UET 2,247
3456,ARM XV,223
3456,Clay BE A 14,218
3456,Koenig AfO Bei 16,129
3456,Ranke BE A 61,188
3456,Schroeder VS 12,155
3456,Schroder VS 15,148
3456,Fossey pp,767-769
3457,UET 2,247
3457,ARM XV,223
3457,Clay BE A 14,218
3457,Koenig AfO Bei 16,213
3457,Ranke BE A 61,188
3457,Schroeder VS 12,155
3457,Schroder VS 15,148
3457,Fossey pp,767-769
3464,UET 2,143
3464,Ranke BE A 61,190
3465,UET 2,143
3465,Ranke BE A 61,190
3466,UET 2,143
3466,Ranke BE A 61,190
3467,UET 2,267
3467,Clay BE A 14,252
3467,Ranke BE A 61,224
3467,Schroeder VS 12,196
3467,Fossey pp,948ff
3470,UET 2,234
3470,Clay BE A 14,85
3470,Ranke BE A 61,99
3470,Fossey pp,"45, 47-49, 1075"
3471,UET 2,234
3471,Clay BE A 14,85
3471,Ranke BE A 61,99
3471,Fossey pp,"45, 47-49, 1075"
3473,UET 2,139
3473,ARM XV,36
3473,Clay BE A 14,17
3473,Koenig AfO Bei 16,77
3473,Ranke BE A 61,13
3473,Schroeder VS 12,26
3473,Clay BE A 10,20
3473,Schroder VS 15,26
3473,Fossey pp,127ff
3474,UET 2,139
3474,ARM XV,36
3474,Clay BE A 14,17
3474,Koenig AfO Bei 16,136
3474,Ranke BE A 61,13
3474,Schroeder VS 12,26
3474,Clay BE A 10,20
3474,Schroder VS 15,26
3474,Fossey pp,127ff
3475,UET 2,139
3475,ARM XV,36
3475,Clay BE A 14,17
3475,Koenig AfO Bei 16,77
3475,Ranke BE A 61,13
3475,Schroeder VS 12,26
3475,Clay BE A 10,20
3475,Schroder VS 15,26
3475,Fossey pp,127ff
3476,UET 2,139
3476,ARM XV,36
3476,Clay BE A 14,17
3476,Koenig AfO Bei 16,136
3476,Ranke BE A 61,13
3476,Schroeder VS 12,26
3476,Clay BE A 10,20
3476,Schroder VS 15,26
3476,Fossey pp,127ff
3477,UET 2,139
3477,ARM XV,36
3477,Clay BE A 14,17
3477,Koenig AfO Bei 16,77
3477,Ranke BE A 61,13
3477,Schroeder VS 12,26
3477,Clay BE A 10,20
3477,Schroder VS 15,26
3477,Fossey pp,127ff
3478,UET 2,139
3478,ARM XV,36
3478,Clay BE A 14,17
3478,Koenig AfO Bei 16,136
3478,Ranke BE A 61,13
3478,Schroeder VS 12,26
3478,Clay BE A 10,20
3478,Schroder VS 15,26
3478,Fossey pp,127ff
3479,Schroder VS 15,136
3483,UET 2,273
3483,ARM XV,178
3483,Clay BE A 14,154a
3483,Koenig AfO Bei 16,138
3483,Ranke BE A 61,120
3483,Schroeder VS 12,129
3483,Clay BE A 10,135
3483,Schroder VS 15,119
3483,Fossey pp,"619-629, 1076"
3484,Clay BE A 14,158
3484,Clay BE A 10,136
3484,Schroder VS 15,71
3484,Fossey pp,360ff
3485,Clay BE A 14,41
3485,Ranke BE A 61,222
3485,Schroeder VS 12,40
3485,Clay BE A 10,38
3485,Schroder VS 15,39
3485,Fossey pp,192
3486,Clay BE A 14,41
3486,Ranke BE A 61,222
3486,Schroeder VS 12,40
3486,Clay BE A 10,38
3486,Schroder VS 15,39
3486,Fossey pp,192
3491,Fossey pp,530
3493,ARM XV,61
3493,Clay BE A 14,42
3493,Koenig AfO Bei 16,142
3493,Ranke BE A 61,27
3493,Schroeder VS 12,43
3493,Clay BE A 10,39
3493,Schroder VS 15,41
3493,Fossey pp,201-205
3502,UET 2,204
3502,ARM XV,41
3502,Clay BE A 14,196
3502,Koenig AfO Bei 16,171
3502,Ranke BE A 61,177
3502,Schroeder VS 12,28
3502,Schroder VS 15,28
3502,Fossey pp,135-141
3503,UET 2,204
3503,ARM XV,41
3503,Clay BE A 14,196
3503,Koenig AfO Bei 16,144
3503,Ranke BE A 61,177
3503,Schroeder VS 12,28
3503,Schroder VS 15,28
3503,Fossey pp,135-141
3505,UET 2,361
3505,ARM XV,76
3505,Clay BE A 14,54
3505,Koenig AfO Bei 16,145
3505,Ranke BE A 61,46
3505,Schroeder VS 12,53
3505,Clay BE A 10,102
3505,Schroder VS 15,50
3505,Fossey pp,247-252
3506,UET 2,361
3506,ARM XV,76
3506,Clay BE A 14,54
3506,Koenig AfO Bei 16,145
3506,Ranke BE A 61,46
3506,Schroeder VS 12,53
3506,Clay BE A 10,102
3506,Schroder VS 15,50
3506,Fossey pp,247-252
3508,Schroeder VS 12,90
3508,Fossey pp,427ff
3509,Fossey pp,434
3510,Fossey pp,434ff
3512,UET 2,108
3512,ARM XV,202
3512,Clay BE A 14,167
3512,Ranke BE A 61,137
3512,Schroeder VS 12,142
3512,Clay BE A 10,144
3512,Fossey pp,706-712
3513,UET 2,108
3513,ARM XV,202
3513,Clay BE A 14,167
3513,Ranke BE A 61,137
3513,Schroeder VS 12,142
3513,Clay BE A 10,144
3513,Fossey pp,706-712
3514,UET 2,108
3514,ARM XV,202
3514,Clay BE A 14,167
3514,Ranke BE A 61,137
3514,Schroeder VS 12,142
3514,Clay BE A 10,144
3514,Fossey pp,706-712
3515,UET 2,108
3515,ARM XV,202
3515,Clay BE A 14,167
3515,Ranke BE A 61,137
3515,Schroeder VS 12,142
3515,Clay BE A 10,144
3515,Fossey pp,706-712
3516,UET 2,108
3516,ARM XV,202
3516,Clay BE A 14,167
3516,Koenig AfO Bei 16,159
3516,Ranke BE A 61,137
3516,Schroeder VS 12,142
3516,Clay BE A 10,144
3516,Fossey pp,706-712
3518,UET 2,193
3518,ARM XV,224
3518,Clay BE A 14,221
3518,Koenig AfO Bei 16,160
3518,Ranke BE A 61,193
3518,Schroeder VS 12,156
3518,Schroder VS 15,149
3518,Fossey pp,769-773
3519,UET 2,193
3519,ARM XV,224
3519,Clay BE A 14,221
3519,Koenig AfO Bei 16,160
3519,Ranke BE A 61,193
3519,Schroeder VS 12,156
3519,Schroder VS 15,149
3519,Fossey pp,769-773
3520,UET 2,193
3520,ARM XV,224
3520,Clay BE A 14,221
3520,Koenig AfO Bei 16,160
3520,Ranke BE A 61,193
3520,Schroeder VS 12,156
3520,Schroder VS 15,149
3520,Fossey pp,769-773
3521,UET 2,193
3521,ARM XV,224
3521,Clay BE A 14,221
3521,Koenig AfO Bei 16,160
3521,Ranke BE A 61,193
3521,Schroeder VS 12,156
3521,Schroder VS 15,149
3521,Fossey pp,769-773
3522,UET 2,193
3522,ARM XV,224
3522,Clay BE A 14,221
3522,Koenig AfO Bei 16,160
3522,Ranke BE A 61,193
3522,Schroeder VS 12,156
3522,Schroder VS 15,149
3522,Fossey pp,769-773
3529,Fossey pp,190ff
3531,UET 2,124
3531,ARM XV,208
3531,Ranke BE A 61,227
3531,Fossey pp,723-727
3532,UET 2,124
3532,ARM XV,208
3532,Ranke BE A 61,227
3532,Fossey pp,723-727
3533,UET 2,124
3533,ARM XV,208
3533,Ranke BE A 61,227
3533,Fossey pp,723-727
3534,UET 2,124
3534,ARM XV,208
3534,Ranke BE A 61,227
3534,Fossey pp,723-727
3535,UET 2,124
3535,ARM XV,208
3535,Ranke BE A 61,227
3535,Fossey pp,723-727
3537,Clay BE A 14,125
3537,Schroeder VS 12,113
3537,Clay BE A 10,109
3537,Schroder VS 15,100
3537,Fossey pp,535ff
3538,Clay BE A 14,125
3538,Schroeder VS 12,113
3538,Clay BE A 10,109
3538,Schroder VS 15,100
3538,Fossey pp,535ff
3545,Fossey pp,519
3547,UET 2,228
3547,ARM XV,87
3547,Clay BE A 14,103
3547,Koenig AfO Bei 16,146
3547,Ranke BE A 61,100
3547,Schroeder VS 12,60
3547,Clay BE A 10,94
3547,Schroder VS 15,54
3547,Fossey pp,"276-281, 1075"
3548,Fossey pp,864
3553,UET 2,279
3553,Ranke BE A 61,150
3553,Fossey pp,840
3554,Fossey pp,281
3555,Fossey pp,281
3565,UET 2,179
3565,Schroeder VS 12,167
3565,Fossey pp,828ff
3568,UET 2,18
3568,Clay BE A 14,255
3568,Ranke BE A 61,4
3568,Schroeder VS 12,18
3568,Schroder VS 15,18
3568,Fossey pp,74-79
3569,UET 2,19
3569,Clay BE A 14,255
3569,Ranke BE A 61,191
3569,Schroeder VS 12,18
3569,Schroder VS 15,18
3569,Fossey pp,74-79
3570,Fossey pp,"1036, 1044"
3576,Fossey pp,63
3577,Fossey pp,63
3578,Fossey pp,63
3584,Fossey pp,61
3587,UET 2,397
3587,ARM XV,298
3587,Clay BE A 14,58
3587,Koenig AfO Bei 16,139
3587,Ranke BE A 61,212
3587,Schroeder VS 12,208
3587,Schroder VS 15,190
3587,Fossey pp,1013-1015
3588,UET 2,397
3588,ARM XV,298
3588,Clay BE A 14,58
3588,Koenig AfO Bei 16,139
3588,Ranke BE A 61,212
3588,Schroeder VS 12,208
3588,Schroder VS 15,190
3588,Fossey pp,1013-1015
3589,UET 2,397
3589,ARM XV,298
3589,Clay BE A 14,58
3589,Koenig AfO Bei 16,147
3589,Ranke BE A 61,212
3589,Schroeder VS 12,208
3589,Schroder VS 15,190
3589,Fossey pp,1013-1015
3590,UET 2,397
3590,ARM XV,298
3590,Clay BE A 14,58
3590,Koenig AfO Bei 16,147
3590,Ranke BE A 61,212
3590,Schroeder VS 12,208
3590,Schroder VS 15,190
3590,Fossey pp,1013-1015
3591,UET 2,397
3591,ARM XV,298
3591,Clay BE A 14,58
3591,Koenig AfO Bei 16,162
3591,Ranke BE A 61,212
3591,Schroeder VS 12,208
3591,Schroder VS 15,190
3591,Fossey pp,1013-1015
3592,UET 2,397
3592,ARM XV,298
3592,Clay BE A 14,58
3592,Koenig AfO Bei 16,162
3592,Ranke BE A 61,212
3592,Schroeder VS 12,208
3592,Schroder VS 15,190
3592,Fossey pp,1013-1015
3593,UET 2,397
3593,ARM XV,298
3593,Clay BE A 14,58
3593,Koenig AfO Bei 16,139
3593,Ranke BE A 61,212
3593,Schroeder VS 12,208
3593,Schroder VS 15,190
3593,Fossey pp,1013-1015
3594,UET 2,397
3594,ARM XV,298
3594,Clay BE A 14,58
3594,Koenig AfO Bei 16,139
3594,Ranke BE A 61,212
3594,Schroeder VS 12,208
3594,Schroder VS 15,190
3594,Fossey pp,1013-1015
3595,UET 2,397
3595,ARM XV,298
3595,Clay BE A 14,58
3595,Koenig AfO Bei 16,147
3595,Ranke BE A 61,212
3595,Schroeder VS 12,208
3595,Schroder VS 15,190
3595,Fossey pp,1013-1015
3596,UET 2,397
3596,ARM XV,298
3596,Clay BE A 14,58
3596,Koenig AfO Bei 16,147
3596,Ranke BE A 61,212
3596,Schroeder VS 12,208
3596,Schroder VS 15,190
3596,Fossey pp,1013-1015
3597,UET 2,397
3597,ARM XV,298
3597,Clay BE A 14,58
3597,Koenig AfO Bei 16,162
3597,Ranke BE A 61,212
3597,Schroeder VS 12,208
3597,Schroder VS 15,190
3597,Fossey pp,1013-1015
3598,UET 2,397
3598,ARM XV,298
3598,Clay BE A 14,58
