cdp_id,sign_list,number
1855,ARM XV,174
1855,Clay BE A 14,116
1855,Koenig AfO Bei 16,32
1855,Ranke BE A 61,94
1855,Schroeder VS 12,128
1855,Clay BE A 10,98
1855,Schroder VS 15,118
1855,Fossey pp,605-613
1856,UET 2,365
1856,ARM XV,174
1856,Clay BE A 14,116
1856,Koenig AfO Bei 16,32
1856,Ranke BE A 61,94
1856,Schroeder VS 12,128
1856,Clay BE A 10,98
1856,Schroder VS 15,118
1856,Fossey pp,605-613
1857,UET 2,365
1857,ARM XV,174
1857,Clay BE A 14,116
1857,Koenig AfO Bei 16,32
1857,Ranke BE A 61,94
1857,Schroeder VS 12,128
1857,Clay BE A 10,98
1857,Schroder VS 15,118
1857,Fossey pp,605-613
1858,UET 2,365
1858,ARM XV,174
1858,Clay BE A 14,116
1858,Koenig AfO Bei 16,32
1858,Ranke BE A 61,94
1858,Schroeder VS 12,128
1858,Clay BE A 10,98
1858,Schroder VS 15,118
1858,Fossey pp,605-613
1859,UET 2,365
1859,ARM XV,174
1859,Clay BE A 14,116
1859,Koenig AfO Bei 16,32
1859,Ranke BE A 61,94
1859,Schroeder VS 12,128
1859,Clay BE A 10,98
1859,Schroder VS 15,118
1859,Fossey pp,605-613
1860,UET 2,365
1860,ARM XV,174
1860,Clay BE A 14,116
1860,Koenig AfO Bei 16,32
1860,Ranke BE A 61,94
1860,Schroeder VS 12,128
1860,Clay BE A 10,98
1860,Schroder VS 15,118
1860,Fossey pp,605-613
1862,UET 2,198a
1864,Fossey pp,17
1872,Fossey pp,526
1873,Fossey pp,526
1876,Fossey pp,951ff
1877,Fossey pp,951ff
1879,Fossey pp,525
1880,UET 2,370
1880,Clay BE A 14,96
1880,Ranke BE A 61,88
1880,Schroder VS 15,76
1880,Fossey pp,"404ff, 405ff"
1881,UET 2,370
1881,Clay BE A 14,96
1881,Ranke BE A 61,88
1881,Schroder VS 15,76
1881,Fossey pp,"404ff, 405ff"
1882,UET 2,370
1882,Clay BE A 14,96
1882,Ranke BE A 61,88
1882,Schroder VS 15,76
1882,Fossey pp,"404ff, 405ff"
1883,UET 2,370
1883,Clay BE A 14,96
1883,Ranke BE A 61,88
1883,Schroder VS 15,76
1883,Fossey pp,"404ff, 405ff"
1884,Fossey pp,1036
1891,Fossey pp,1020
1897,Fossey pp,524
1898,UET 2,379
1898,ARM XV,137'
1898,Clay BE A 14,82
1898,Ranke BE A 61,82
1898,Schroeder VS 12,97
1898,Clay BE A 10,68
1898,Fossey pp,"478-480, 1081"
1899,UET 2,379
1899,ARM XV,137'
1899,Clay BE A 14,82
1899,Ranke BE A 61,82
1899,Schroeder VS 12,97
1899,Clay BE A 10,68
1899,Fossey pp,"478-480, 1081"
1900,UET 2,379
1900,ARM XV,137'
1900,Clay BE A 14,82
1900,Ranke BE A 61,82
1900,Schroeder VS 12,97
1900,Clay BE A 10,68
1900,Fossey pp,"478-480, 1081"
1905,Ranke BE A 61,218
1906,Fossey pp,518
1907,Fossey pp,518
1909,Fossey pp,524
1910,Fossey pp,524
1911,UET 2,399
1911,ARM XV,306
1911,Clay BE A 14,270
1911,Koenig AfO Bei 16,34
1911,Ranke BE A 61,182
1911,Schroeder VS 12,213
1911,Fossey pp,1015-1019
1916,Fossey pp,522
1917,Fossey pp,522
1923,Schroeder VS 12,12
1923,Fossey pp,50ff
1929,Fossey pp,582
1939,Fossey pp,44
1941,Fossey pp,421
1944,UET 2,296
1944,ARM XV,72
1944,Clay BE A 14,50
1944,Koenig AfO Bei 16,35
1944,Ranke BE A 61,26
1944,Schroeder VS 12,50
1944,Clay BE A 10,42
1944,Schroder VS 15,47
1944,Fossey pp,232-239
1945,UET 2,296
1945,ARM XV,72
1945,Clay BE A 14,50
1945,Koenig AfO Bei 16,35
1945,Ranke BE A 61,26
1945,Schroeder VS 12,50
1945,Clay BE A 10,42
1945,Schroder VS 15,47
1945,Fossey pp,232-239
1946,UET 2,296
1946,ARM XV,72
1946,Clay BE A 14,50
1946,Koenig AfO Bei 16,35
1946,Ranke BE A 61,26
1946,Schroeder VS 12,50
1946,Clay BE A 10,42
1946,Schroder VS 15,47
1946,Fossey pp,232-239
1947,UET 2,296
1947,ARM XV,72
1947,Clay BE A 14,50
1947,Koenig AfO Bei 16,35
1947,Ranke BE A 61,26
1947,Schroeder VS 12,50
1947,Clay BE A 10,42
1947,Schroder VS 15,47
1947,Fossey pp,232-239
1948,UET 2,296
1948,ARM XV,72
1948,Clay BE A 14,50
1948,Koenig AfO Bei 16,35
1948,Ranke BE A 61,26
1948,Schroeder VS 12,50
1948,Clay BE A 10,42
1948,Schroder VS 15,47
1948,Fossey pp,232-239
1949,UET 2,296
1949,ARM XV,72
1949,Clay BE A 14,50
1949,Koenig AfO Bei 16,35
1949,Ranke BE A 61,26
1949,Schroeder VS 12,50
1949,Clay BE A 10,42
1949,Schroder VS 15,47
1949,Fossey pp,232-239
1950,UET 2,296
1950,ARM XV,72
1950,Clay BE A 14,50
1950,Koenig AfO Bei 16,35
1950,Ranke BE A 61,26
1950,Schroeder VS 12,50
1950,Clay BE A 10,42
1950,Schroder VS 15,47
1950,Fossey pp,232-239
1951,UET 2,296
1951,ARM XV,72
1951,Clay BE A 14,50
1951,Koenig AfO Bei 16,35
1951,Ranke BE A 61,26
1951,Schroeder VS 12,50
1951,Clay BE A 10,42
1951,Schroder VS 15,47
1951,Fossey pp,232-239
1956,Fossey pp,989
1966,UET 2,263?
1966,Clay BE A 14,244
1966,Ranke BE A 61,123
1966,Schroder VS 15,180
1966,Fossey pp,"935-938, 1078"
1972,Schroeder VS 12,14
1980,Fossey pp,421
1986,UET 2,373
1986,Koenig AfO Bei 16,37
1986,Fossey pp,"983-985, 698"
1987,UET 2,373
1987,Koenig AfO Bei 16,37
1987,Schroeder VS 12,144
1987,Fossey pp,"983-985, 698"
1993,UET 2,413
1993,ARM XV,226
1993,Clay BE A 14,223
1993,Ranke BE A 61,190
1993,Schroeder VS 12,157
1993,Clay BE A 10,121
1993,Schroder VS 15,150
1993,Fossey pp,776-778
1994,UET 2,243
1994,ARM XV,226
1994,Clay BE A 14,223
1994,Ranke BE A 61,190
1994,Schroeder VS 12,157
1994,Clay BE A 10,121
1994,Schroder VS 15,150
1994,Fossey pp,776-778
1995,UET 2,243
1995,ARM XV,226
1995,Clay BE A 14,223
1995,Ranke BE A 61,190
1995,Schroeder VS 12,157
1995,Clay BE A 10,121
1995,Schroder VS 15,150
1995,Fossey pp,776-778
1997,Clay BE A 14,95
1998,Clay BE A 14,13
1998,Fossey pp,64
2001,Koenig AfO Bei 16,131
2002,Koenig AfO Bei 16,175
2003,Koenig AfO Bei 16,187
2004,Koenig AfO Bei 16,211
2007,ARM XV,275
2007,Clay BE A 14,195
2007,Koenig AfO Bei 16,152
2007,Ranke BE A 61,164
2007,Schroeder VS 12,188
2007,Schroder VS 15,175
2007,Fossey pp,"929ff, 1063, 1072"
2014,UET 2,84
2014,Fossey pp,1071
2017,Fossey pp,526
2018,Fossey pp,526
2020,UET 2,395
2020,Fossey pp,1088
2021,UET 2,390
2021,Fossey pp,1088
2022,UET 2,390
2022,Fossey pp,1088
2023,UET 2,390
2023,Fossey pp,1088
2024,UET 2,390
2024,Fossey pp,1088
2025,UET 2,390
2025,Fossey pp,1088
2026,UET 2,390
2026,Fossey pp,1088
2032,Fossey pp,1066
2033,UET 2,276
2036,Fossey pp,"939, 940ff, 1078"
2037,Fossey pp,618ff
2039,Koenig AfO Bei 16,154
2042,UET 2,298
2042,Clay BE A 14,133
2042,Ranke BE A 61,57
2042,Schroeder VS 12,82
2042,Schroder VS 15,73a
2042,Fossey pp,381-383
2043,UET 2,300
2043,Clay BE A 14,133
2043,Ranke BE A 61,57
2043,Schroeder VS 12,82
2043,Schroder VS 15,73a
2043,Fossey pp,381-383
2044,UET 2,298
2044,Clay BE A 14,133
2044,Ranke BE A 61,57
2044,Schroeder VS 12,82
2044,Schroder VS 15,73a
2044,Fossey pp,381-383
2045,UET 2,300
2045,Clay BE A 14,133
2045,Ranke BE A 61,57
2045,Schroeder VS 12,82
2045,Schroder VS 15,73a
2045,Fossey pp,381-383
2046,UET 2,298
2046,Clay BE A 14,133
2046,Ranke BE A 61,57
2046,Schroeder VS 12,82
2046,Schroder VS 15,73a
2046,Fossey pp,381-383
2047,UET 2,300
2047,Clay BE A 14,133
2047,Ranke BE A 61,57
2047,Schroeder VS 12,82
2047,Schroder VS 15,73a
2047,Fossey pp,381-383
2048,UET 2,298
2048,Clay BE A 14,133
2048,Ranke BE A 61,57
2048,Schroeder VS 12,82
2048,Schroder VS 15,73a
2048,Fossey pp,381-383
2049,UET 2,300
2049,Clay BE A 14,133
2049,Ranke BE A 61,57
2049,Schroeder VS 12,82
2049,Schroder VS 15,73a
2049,Fossey pp,381-383
2050,UET 2,298
2050,Clay BE A 14,133
2050,Ranke BE A 61,57
2050,Schroeder VS 12,82
2050,Schroder VS 15,73a
2050,Fossey pp,381-383
2051,UET 2,300
2051,Clay BE A 14,133
2051,Ranke BE A 61,57
2051,Schroeder VS 12,82
2051,Schroder VS 15,73a
2051,Fossey pp,381-383
2052,UET 2,298
2052,Clay BE A 14,133
2052,Ranke BE A 61,57
2052,Schroeder VS 12,82
2052,Schroder VS 15,73a
2052,Fossey pp,381-383
2053,UET 2,300
2053,Clay BE A 14,133
2053,Ranke BE A 61,57
2053,Schroeder VS 12,82
2053,Schroder VS 15,73a
2053,Fossey pp,381-383
2065,UET 2,368
2065,ARM XV,170
2065,Clay BE A 14,113
2065,Koenig AfO Bei 16,39
2065,Ranke BE A 61,76
2065,Schroeder VS 12,125
2065,Clay BE A 10,81
2065,Schroder VS 15,114
2065,Fossey pp,588-594
2066,UET 2,368
2066,ARM XV,170
2066,Clay BE A 14,113
2066,Koenig AfO Bei 16,39
2066,Ranke BE A 61,76
2066,Schroeder VS 12,125
2066,Clay BE A 10,81
2066,Schroder VS 15,114
2066,Fossey pp,588-594
2067,UET 2,368
2067,ARM XV,170
2067,Clay BE A 14,113
2067,Koenig AfO Bei 16,39
2067,Ranke BE A 61,76
2067,Schroeder VS 12,125
2067,Clay BE A 10,81
2067,Schroder VS 15,114
2067,Fossey pp,588-594
2068,UET 2,369
2068,ARM XV,170
2068,Clay BE A 14,113
2068,Koenig AfO Bei 16,39
2068,Ranke BE A 61,76
2068,Schroeder VS 12,125
2068,Clay BE A 10,81
2068,Schroder VS 15,114
2068,Fossey pp,588-594
2073,UET 2,317
2073,ARM XV,148
2073,Koenig AfO Bei 16,100
2073,Ranke BE A 61,92
2073,Schroeder VS 12,108
2073,Clay BE A 10,96
2073,Fossey pp,516-518
2074,UET 2,317
2074,ARM XV,148
2074,Koenig AfO Bei 16,132
2074,Ranke BE A 61,92
2074,Schroeder VS 12,108
2074,Clay BE A 10,96
2074,Fossey pp,516-518
2075,UET 2,317
2075,ARM XV,148
2075,Koenig AfO Bei 16,100
2075,Ranke BE A 61,92
2075,Schroeder VS 12,108
2075,Clay BE A 10,96
2075,Fossey pp,516-518
2076,UET 2,317
2076,ARM XV,148
2076,Koenig AfO Bei 16,132
2076,Ranke BE A 61,92
2076,Schroeder VS 12,108
2076,Clay BE A 10,96
2076,Fossey pp,516-518
2077,UET 2,317
2077,ARM XV,148
2077,Koenig AfO Bei 16,100
2077,Ranke BE A 61,92
2077,Schroeder VS 12,108
2077,Clay BE A 10,96
2077,Fossey pp,516-518
2078,UET 2,317
2078,ARM XV,148
2078,Koenig AfO Bei 16,132
2078,Ranke BE A 61,92
2078,Schroeder VS 12,108
2078,Clay BE A 10,96
2078,Fossey pp,516-518
2079,UET 2,317
2079,ARM XV,148
2079,Koenig AfO Bei 16,100
2079,Ranke BE A 61,92
2079,Schroeder VS 12,108
2079,Clay BE A 10,96
2079,Fossey pp,516-518
2080,UET 2,317
2080,ARM XV,148
2080,Koenig AfO Bei 16,132
2080,Ranke BE A 61,92
2080,Schroeder VS 12,108
2080,Clay BE A 10,96
2080,Fossey pp,516-518
2081,UET 2,317
2081,ARM XV,148
2081,Koenig AfO Bei 16,100
2081,Ranke BE A 61,92
2081,Schroeder VS 12,108
2081,Clay BE A 10,96
2081,Fossey pp,516-518
2082,UET 2,317
2082,ARM XV,148
2082,Koenig AfO Bei 16,132
2082,Ranke BE A 61,92
2082,Schroeder VS 12,108
2082,Clay BE A 10,96
2082,Fossey pp,516-518
2083,UET 2,317
2083,ARM XV,148
2083,Koenig AfO Bei 16,100
2083,Ranke BE A 61,92
2083,Schroeder VS 12,108
2083,Clay BE A 10,96
2083,Fossey pp,516-518
2084,UET 2,317
2084,ARM XV,148
2084,Koenig AfO Bei 16,132
2084,Ranke BE A 61,92
2084,Schroeder VS 12,108
2084,Clay BE A 10,96
2084,Fossey pp,516-518
2092,UET 2,71
2092,ARM XV,117
2092,Clay BE A 14,114
2092,Koenig AfO Bei 16,40
2092,Ranke BE A 61,87
2092,Clay BE A 10,84
2092,Schroder VS 15,75
2092,Fossey pp,401-403
2093,UET 2,71
2093,ARM XV,117
2093,Clay BE A 14,114
2093,Koenig AfO Bei 16,40
2093,Ranke BE A 61,87
2093,Clay BE A 10,84
2093,Schroder VS 15,75
2093,Fossey pp,401-403
2094,UET 2,71
2094,ARM XV,117
2094,Clay BE A 14,114
2094,Koenig AfO Bei 16,40
2094,Ranke BE A 61,87
2094,Clay BE A 10,84
2094,Schroder VS 15,75
2094,Fossey pp,401-403
2096,Fossey pp,"403, 112"
2103,Fossey pp,524
2104,Fossey pp,524
2107,UET 2,217
2107,ARM XV,67
2107,Clay BE A 14,56
2107,Schroeder VS 12,46
2107,Clay BE A 10,51
2107,Fossey pp,213ff
2108,UET 2,217
2108,ARM XV,67
2108,Clay BE A 14,56
2108,Schroeder VS 12,46
2108,Clay BE A 10,51
2108,Fossey pp,213ff
2119,Fossey pp,518
2124,Fossey pp,823
2125,Fossey pp,823
2127,UET 2,107
2127,ARM XV,194
2127,Clay BE A 14,162
2127,Koenig AfO Bei 16,41
2127,Ranke BE A 61,141
2127,Schroeder VS 12,140
2127,Clay BE A 10,141
2127,Schroder VS 15,129
2127,Fossey pp,683-686
2128,UET 2,107
2128,ARM XV,194
2128,Clay BE A 14,162
2128,Koenig AfO Bei 16,140
2128,Ranke BE A 61,141
2128,Schroeder VS 12,140
2128,Clay BE A 10,141
2128,Schroder VS 15,129
2128,Fossey pp,683-686
2129,UET 2,107
2129,ARM XV,194
2129,Clay BE A 14,162
2129,Koenig AfO Bei 16,41
2129,Ranke BE A 61,141
2129,Schroeder VS 12,140
2129,Clay BE A 10,141
2129,Schroder VS 15,129
2129,Fossey pp,683-686
2130,UET 2,107
2130,ARM XV,194
2130,Clay BE A 14,162
2130,Koenig AfO Bei 16,140
2130,Ranke BE A 61,141
2130,Schroeder VS 12,140
2130,Clay BE A 10,141
2130,Schroder VS 15,129
2130,Fossey pp,683-686
2136,Fossey pp,"940, 941"
2137,Fossey pp,945
2138,Fossey pp,949
2139,Fossey pp,"435, 673"
2140,Fossey pp,"435, 673"
2141,Fossey pp,"435, 673"
2142,Fossey pp,"435, 673"
2143,Fossey pp,"435, 673"
2144,Fossey pp,"435, 673"
2146,Fossey pp,526
2147,Fossey pp,526
2154,UET 2,116
2154,Koenig AfO Bei 16,42
2154,Schroder VS 15,139
2154,Fossey pp,733
2155,Fossey pp,122ff
2157,ARM XV,105
2157,Ranke BE A 61,53
2157,Schroeder VS 12,76b
2157,Schroder VS 15,65
2157,Fossey pp,332-337
2158,UET 2,47
2159,UET 2,47
2160,UET 2,47
2161,UET 2,47
2163,UET 2,61
2163,ARM XV,77
2163,Koenig AfO Bei 16,79
2163,Ranke BE A 61,36
2163,Schroeder VS 12,54
2163,Fossey pp,253-255
2165,Fossey pp,330
2167,Fossey pp,520
2173,UET 2,396
2173,ARM XV,323
2173,Clay BE A 14,272
2173,Koenig AfO Bei 16,160
2173,Ranke BE A 61,234
2173,Schroder VS 15,206
2183,UET 2,110
2183,ARM XV,186
2183,Clay BE A 14,160
2183,Ranke BE A 61,124
2183,Schroeder VS 12,132
2183,Clay BE A 10,139
2183,Schroder VS 15,124
2183,Fossey pp,647-651
2197,Fossey pp,520
2203,Fossey pp,997
2204,Fossey pp,949
2211,Clay BE A 14,149
2211,Clay BE A 10,138
2211,Schroder VS 15,134
2211,Fossey pp,703
2214,Clay BE A 10,22
2214,Schroder VS 15,27
2214,Fossey pp,131-135
2215,Clay BE A 14,80
2215,Ranke BE A 61,79
2215,Schroeder VS 12,91
2215,Fossey pp,438ff
2217,Fossey pp,521ff
2221,Fossey pp,521
2222,Fossey pp,524
2223,Fossey pp,524
2224,Fossey pp,1065
2225,Fossey pp,1065
2227,Fossey pp,530
2228,UET 2,398
2228,ARM XV,303
2228,Clay BE A 14,267
2228,Ranke BE A 61,216
2228,Schroeder VS 12,212
2228,Schroder VS 15,196
2228,Fossey pp,1006ff
2234,Fossey pp,"716, 1081"
2235,Fossey pp,"716, 1081"
2236,Fossey pp,"716, 1081"
2237,Fossey pp,"716, 1081"
2244,Fossey pp,954
2245,UET 2,314
2245,ARM XV,137a
2245,Schroeder VS 12,98
2245,Fossey pp,481ff
2246,UET 2,314
2246,Schroeder VS 12,98
2246,Fossey pp,481ff
2253,ARM XV,60
2253,Clay BE A 14,44
2253,Koenig AfO Bei 16,43
2253,Ranke BE A 61,29
2253,Schroeder VS 12,42
2253,Clay BE A 10,41
2253,Schroder VS 15,40
2254,UET 2,255
2254,ARM XV,60
2254,Clay BE A 14,44
2254,Koenig AfO Bei 16,43
2254,Ranke BE A 61,29
2254,Schroeder VS 12,42
2254,Clay BE A 10,41
2254,Schroder VS 15,40
2258,UET 2,257
2258,ARM XV,176
2258,Clay BE A 14,154
2258,Ranke BE A 61,135
2258,Fossey pp,615-618
2259,UET 2,257
2259,ARM XV,176
2259,Clay BE A 14,154
2259,Ranke BE A 61,135
2259,Fossey pp,615-618
2260,UET 2,103c
2260,Clay BE A 14,97
2260,Schroeder VS 12,88
2260,Fossey pp,421-424
2261,UET 2,103c
2261,Clay BE A 14,97
2261,Schroeder VS 12,88
2261,Fossey pp,421-424
2262,UET 2,103c
2262,Clay BE A 14,97
2262,Schroeder VS 12,88
2262,Fossey pp,421-424
2264,Koenig AfO Bei 16,44
2264,Fossey pp,990
2270,Fossey pp,1033
2272,Fossey pp,1033ff
2273,Fossey pp,1033ff
2278,UET 2,175
2278,Clay BE A 14,176
2278,Ranke BE A 61,154
2278,Fossey pp,871ff
2280,ARM XV,280'
2280,Clay BE A 14,245
2280,Schroeder VS 12,194
2280,Fossey pp,939ff
2286,UET 2,256
2286,Schroeder VS 12,27
2286,Fossey pp,130ff
2291,Fossey pp,216
2295,ARM XV,320
2295,Clay BE A 14,259
2295,Ranke BE A 61,144
2295,Schroeder VS 12,224
2295,Schroder VS 15,205
2295,Fossey pp,"1047-1054, 950"
2296,ARM XV,320
2296,Clay BE A 14,259
2296,Ranke BE A 61,144
2296,Schroeder VS 12,224
2296,Schroder VS 15,205
2296,Fossey pp,"1047-1054, 950"
2297,ARM XV,320
2297,Clay BE A 14,259
2297,Ranke BE A 61,144
2297,Schroeder VS 12,224
2297,Schroder VS 15,205
2297,Fossey pp,"1047-1054, 950"
2298,ARM XV,320
2298,Clay BE A 14,259
2298,Ranke BE A 61,144
2298,Schroeder VS 12,224
2298,Schroder VS 15,205
2298,Fossey pp,"1047-1054, 950"
2300,UET 2,210
2300,ARM XV,197
2300,Clay BE A 14,171
2300,Koenig AfO Bei 16,84
2300,Ranke BE A 61,132
2300,Clay BE A 10,147
2300,Schroder VS 15,131
2300,Fossey pp,691-694
2301,UET 2,210
2301,Clay BE A 14,171
2301,Koenig AfO Bei 16,133
2301,Ranke BE A 61,132
2301,Clay BE A 10,147
2301,Fossey pp,691-694
2302,UET 2,210
2302,ARM XV,197
2302,Clay BE A 14,171
2302,Koenig AfO Bei 16,84
2302,Ranke BE A 61,132
2302,Clay BE A 10,147
2302,Schroder VS 15,131
2302,Fossey pp,691-694
2303,UET 2,210
2303,Clay BE A 14,171
2303,Koenig AfO Bei 16,133
2303,Ranke BE A 61,132
2303,Clay BE A 10,147
2303,Fossey pp,691-694
2304,UET 2,210
2304,ARM XV,197
2304,Clay BE A 14,171
2304,Koenig AfO Bei 16,84
2304,Ranke BE A 61,132
2304,Clay BE A 10,147
2304,Schroder VS 15,131
2304,Fossey pp,691-694
2305,UET 2,210
2305,Clay BE A 14,171
2305,Koenig AfO Bei 16,133
2305,Ranke BE A 61,132
2305,Clay BE A 10,147
2305,Fossey pp,691-694
2306,UET 2,210
2306,ARM XV,197
2306,Clay BE A 14,171
2306,Koenig AfO Bei 16,84
2306,Ranke BE A 61,132
2306,Clay BE A 10,147
2306,Schroder VS 15,131
2306,Fossey pp,691-694
2307,UET 2,210
2307,Clay BE A 14,171
2307,Koenig AfO Bei 16,133
2307,Ranke BE A 61,132
2307,Clay BE A 10,147
2307,Fossey pp,691-694
2310,Fossey pp,833
2311,ARM XV,9
2311,Clay BE A 14,6
2311,Schroeder VS 12,7
2311,Clay BE A 10,5
2311,Fossey pp,22-24
2312,ARM XV,9
2312,Clay BE A 14,6
2312,Schroeder VS 12,7
2312,Clay BE A 10,5
2312,Fossey pp,22-24
2313,ARM XV,259
2313,Koenig AfO Bei 16,45
2313,Ranke BE A 61,180
2313,Schroeder VS 12,175
2313,Schroder VS 15,162
2313,Fossey pp,865-869
2314,ARM XV,259
2314,Koenig AfO Bei 16,45
2314,Ranke BE A 61,180
2314,Schroeder VS 12,175
2314,Schroder VS 15,162
2314,Fossey pp,865-869
2315,ARM XV,259
2315,Koenig AfO Bei 16,45
2315,Ranke BE A 61,180
2315,Schroeder VS 12,175
2315,Schroder VS 15,162
2315,Fossey pp,865-869
2316,ARM XV,259
2316,Koenig AfO Bei 16,45
2316,Ranke BE A 61,180
2316,Schroeder VS 12,175
2316,Schroder VS 15,162
2316,Fossey pp,865-869
2317,ARM XV,259
2317,Koenig AfO Bei 16,45
2317,Ranke BE A 61,180
2317,Schroeder VS 12,175
2317,Schroder VS 15,162
2317,Fossey pp,865-869
2318,ARM XV,259
2318,Koenig AfO Bei 16,45
2318,Ranke BE A 61,180
2318,Schroeder VS 12,175
2318,Schroder VS 15,162
2318,Fossey pp,865-869
2319,ARM XV,259
2319,Koenig AfO Bei 16,45
2319,Ranke BE A 61,180
2319,Schroeder VS 12,175
2319,Schroder VS 15,162
2319,Fossey pp,865-869
2320,ARM XV,259
2320,Koenig AfO Bei 16,45
2320,Ranke BE A 61,180
2320,Schroeder VS 12,175
2320,Schroder VS 15,162
2320,Fossey pp,865-869
2321,ARM XV,259
2321,Koenig AfO Bei 16,45
2321,Ranke BE A 61,180
2321,Schroeder VS 12,175
2321,Schroder VS 15,162
2321,Fossey pp,865-869
2322,ARM XV,259
2322,Koenig AfO Bei 16,45
2322,Ranke BE A 61,180
2322,Schroeder VS 12,175
2322,Schroder VS 15,162
2322,Fossey pp,865-869
2323,ARM XV,259
2323,Koenig AfO Bei 16,45
2323,Ranke BE A 61,180
2323,Schroeder VS 12,175
2323,Schroder VS 15,162
2323,Fossey pp,865-869
2324,ARM XV,259
2324,Koenig AfO Bei 16,45
2324,Ranke BE A 61,180
2324,Schroeder VS 12,175
2324,Schroder VS 15,162
2324,Fossey pp,865-869
2325,ARM XV,259
2325,Koenig AfO Bei 16,45
2325,Ranke BE A 61,180
2325,Schroeder VS 12,175
2325,Schroder VS 15,162
2325,Fossey pp,865-869
2326,ARM XV,259
2326,Koenig AfO Bei 16,45
2326,Ranke BE A 61,180
2326,Schroeder VS 12,175
2326,Schroder VS 15,162
2326,Fossey pp,865-869
2327,ARM XV,259
2327,Koenig AfO Bei 16,45
2327,Ranke BE A 61,180
2327,Schroeder VS 12,175
2327,Schroder VS 15,162
2327,Fossey pp,865-869
2328,ARM XV,259
2328,Koenig AfO Bei 16,45
2328,Ranke BE A 61,180
2328,Schroeder VS 12,175
2328,Schroder VS 15,162
2328,Fossey pp,865-869
2329,ARM XV,259
2329,Koenig AfO Bei 16,45
2329,Ranke BE A 61,180
2329,Schroeder VS 12,175
2329,Schroder VS 15,162
2329,Fossey pp,865-869
2330,ARM XV,259
2330,Koenig AfO Bei 16,45
2330,Ranke BE A 61,180
2330,Schroeder VS 12,175
2330,Schroder VS 15,162
2330,Fossey pp,865-869
2331,ARM XV,259
2331,Koenig AfO Bei 16,45
2331,Ranke BE A 61,180
2331,Schroeder VS 12,175
2331,Schroder VS 15,162
2331,Fossey pp,865-869
2332,ARM XV,259
2332,Koenig AfO Bei 16,45
2332,Ranke BE A 61,180
2332,Schroeder VS 12,175
2332,Schroder VS 15,162
2332,Fossey pp,865-869
2333,ARM XV,259
2333,Koenig AfO Bei 16,45
2333,Ranke BE A 61,180
2333,Schroeder VS 12,175
2333,Schroder VS 15,162
2333,Fossey pp,865-869
2334,ARM XV,259
2334,Koenig AfO Bei 16,45
2334,Ranke BE A 61,180
2334,Schroeder VS 12,175
2334,Schroder VS 15,162
2334,Fossey pp,865-869
2335,ARM XV,259
2335,Koenig AfO Bei 16,45
2335,Ranke BE A 61,180
2335,Schroeder VS 12,175
2335,Schroder VS 15,162
2335,Fossey pp,865-869
2336,ARM XV,259
2336,Koenig AfO Bei 16,45
2336,Ranke BE A 61,180
2336,Schroeder VS 12,175
2336,Schroder VS 15,162
2336,Fossey pp,865-869
2342,UET 2,181
2342,Fossey pp,840
2376,UET 2,312
2376,ARM XV,156
2376,Clay BE A 14,130
2376,Koenig AfO Bei 16,46
2376,Ranke BE A 61,91
2376,Schroeder VS 12,115
2376,Clay BE A 10,107
2376,Schroder VS 15,103
2376,Fossey pp,538ff
2377,UET 2,312
2377,ARM XV,156
2377,Clay BE A 14,130
2377,Koenig AfO Bei 16,72
2377,Ranke BE A 61,91
2377,Schroeder VS 12,115
2377,Clay BE A 10,107
2377,Schroder VS 15,103
2377,Fossey pp,538ff
2378,UET 2,312
2378,ARM XV,156
2378,Clay BE A 14,130
2378,Koenig AfO Bei 16,75
2378,Ranke BE A 61,91
2378,Schroeder VS 12,115
2378,Clay BE A 10,107
2378,Schroder VS 15,103
2378,Fossey pp,538ff
2382,Fossey pp,503ff
2383,Fossey pp,503ff
2388,Fossey pp,546
2390,UET 2,337
2390,Clay BE A 14,12
2390,Clay BE A 10,12
2390,Schroder VS 15,14
2390,Fossey pp,63ff
2391,Clay BE A 14,12
2391,Clay BE A 10,12
2391,Schroder VS 15,14
2391,Fossey pp,63ff
2403,UET 2,393
2403,ARM XV,302
2403,Clay BE A 14,266
2403,Koenig AfO Bei 16,47
2403,Ranke BE A 61,217
2403,Schroeder VS 12,211
2403,Schroder VS 15,195
2403,Fossey pp,1007-1010
2405,UET 2,331
2405,Clay BE A 14,121
2405,Koenig AfO Bei 16,181
2405,Ranke BE A 61,72
2405,Schroeder VS 12,55
2405,Clay BE A 10,89
2405,Schroder VS 15,51
2405,Fossey pp,"256-260, 265"
2406,UET 2,331
2406,Clay BE A 14,121
2406,Koenig AfO Bei 16,181
2406,Ranke BE A 61,72
2406,Schroeder VS 12,55
2406,Clay BE A 10,89
2406,Schroder VS 15,51
2406,Fossey pp,"256-260, 265"
2408,UET 2,231
2408,Clay BE A 14,86
2408,Fossey pp,53ff
2410,UET 2,99
2410,Clay BE A 14,260
2410,Schroeder VS 12,45
2410,Schroder VS 15,44
2410,Fossey pp,210-212
2411,UET 2,100
2411,Fossey pp,210-212
2412,Fossey pp,"385, 389"
2413,Fossey pp,391
2414,UET 2,73
2414,ARM XV,158'
2414,Clay BE A 14,131
2414,Koenig AfO Bei 16,48
2414,Ranke BE A 61,104
2414,Schroeder VS 12,116
2414,Clay BE A 10,111
2414,Schroder VS 15,104
2414,Fossey pp,539ff
